CODIGO;DESCRICAO PRODUTO;P_CUSTO;P_VENDA;%MG_VD;
6213;ABRACADEIRA NYLON BRANC.4,8MMX300MM 100U;30,78;46,5;51,07;
3417;ABRACADEIRA NYLON BRANCA 100MMX2,5MM 100;2,59;4,2;0;
10185;ABRACADEIRA NYLON BRANCA 2,5MM X 100MM C/100UN;4,09;6,5;58,92;
14459;ABRACADEIRA NYLON BRANCA 2,5MM X 100MM C/100UN RINO;3,39;5,5;62,24;
14460;ABRACADEIRA NYLON BRANCA 2,5MM X 140MM C/100UN RINO;4,61;7,5;62,69;
16061;ABRACADEIRA NYLON BRANCA 2,5MMX150MM 100U FERTAK;3,74;5,99;60,16;
17047;ABRACADEIRA NYLON BRANCA 2,5MMX200MM 100U FERTAK;4,66;7,5;60,94;
11356;ABRACADEIRA NYLON BRANCA 3,6MM X 150MM C/100UN;7,41;11,9;60,59;
11357;ABRACADEIRA NYLON BRANCA 3,6MM X 250MM C 100UN;17,04;27,3;60,21;
10445;ABRACADEIRA NYLON BRANCA 3,6MMX200MM 100U;12,44;18,99;52,65;
16062;ABRACADEIRA NYLON BRANCA 3,6MMX200MM 100U FERTAK;6,9;11,1;60,87;
15256;ABRACADEIRA NYLON BRANCA.4,8MMX300MM 100U FERTAK;8,04;12,99;61,57;
8636;ABRACADEIRA NYLON PRETA 2,5MMX100MM 100U;3,99;6,5;62,91;
16849;ABRACADEIRA NYLON PRETA 2,5MMX100MM 100U MELFI;2,74;4,5;64,23;
16852;ABRACADEIRA NYLON PRETA 2,5MMX100MM 100U MELFI;2,74;4,5;64,23;
8637;ABRACADEIRA NYLON PRETA 2,5MMX150MM 100U;6,01;9,7;61,4;
8055;ABRACADEIRA NYLON PRETA 2,5MMX200MM 100U;8,96;14,5;61,83;
12572;ABRACADEIRA NYLON PRETA 2,5MMX200MM 100U RAYCO;8,09;12,99;60,57;
7494;ABRACADEIRA NYLON PRETA 280MMX3,5MM 100U;10,277;16,5;0;
16851;ABRACADEIRA NYLON PRETA 3,6MMX200MM 100U MELFI;8,13;12,99;59,78;
8639;ABRACADEIRA NYLON PRETA 4,8MMX200MM 100U;8,26;13,3;0;
8638;ABRACADEIRA NYLON PRETA 4,8MMX300MM 100U;30,78;46,5;51,07;
16604;ABRACADEIRA NYLON PRETO 2,5MMX100MM 100U FERTAK;2,59;4,2;62,16;
16064;ABRACADEIRA NYLON PRETO 2,5MMX150MM 100U FERTAK;3,74;5,99;60,16;
15355;ABRACADEIRA NYLON PRETO 2,5MMX200MM 100U FERTAK;4,66;7,5;60,94;
16845;ABRACADEIRA NYLON PRETO 2,5MMX200MM 100U MELFI;5,08;8,5;67,32;
15357;ABRACADEIRA NYLON PRETO 2,5MMX60MM 100U FERTAK;2,16;3,5;62,04;
10356;ABRACADEIRA NYLON PRETO 3,6MMX200MM 100U;12,44;18,99;52,65;
16063;ABRACADEIRA NYLON PRETO 3,6MMX200MM 100U FERTAK;6,9;11,1;60,87;
15102;ABRACADEIRA NYLON PRETO 3,6MMX400MM 100U;16,11;25,8;60,15;
15108;ABRACADEIRA NYLON PRETO 4,8MMX300MM 100U FERTAK;8,04;12,9;60,45;
17274;ABRACADEIRA NYLON PRETO 4,8MMX300MM 100U MELFI;8,04;12,9;60,45;
15258;ABRACADEIRA NYLON PRETO.3,6MMX250MM 100U FERTAK;8,65;13,99;61,73;
13339;ABRACADEIRA P/MANGUEIRA 14MM 1 X 1,1/2;2,61;4,2;60,92;
3248;ABRACADEIRA P/MANGUEIRA 5/8 X 1/2;0,43;1;0;
13087;ABRACADEIRA P/MANGUEIRA 7/8 X 1,1/4;1;2;100;
16790;ABRACADEIRA TIPO U 3/4;0,43;1;132,56;
16791;ACABAMENTO VALVULA ALPHA;25,55;41;60,47;
16247;ACABAMENTO VALVULA HYDRA;121,69;170,99;40,51;
16709;ACABAMENTO VALVULA HYDRA HIGEBON;46,7;74,75;60,06;
3615;ACAI COM GRANOLA;4,5;5,9;0;
13172;ACELGA C 10UN;0,68;2,5;267,65;
16921;ACENDEDOR BIC;10,71;16,1;50,33;
2872;ACENDEDOR ELETRICO DE CARVAO;20,9;31,4;0;
7294;ACENDEDOR ELETRICO P/CHURRASQUEIRA;25;40;0;
3715;ACENDEDOR RAPIDO P/CHURRASQUEIRA;0,48;0,9;0;
446;ACEPRAN GOTAS 10ML;27,5;39,99;45,42;
6374;ACEPROVETS 20ML;21,81;45;106,33;
5574;ACMADEPIL CUPINICIDA 100ML DIPIL;6;9,6;60;
7749;ACQUAFISH 32% 25KG 5 MM;41,99;59;0;
14585;ACQUAMIL STANDER 22% 20KG;66,27;93;40,33;
14586;ACQUAMIL STANDER 28% 20KG;71,69;101;40,88;
11467;ACUCAR DE UVA 500GR BIOTRON;17,6;26,4;50;
6794;ADAPTADOR 3 SAIDA T;2,8;5;78,57;
6078;ADAPTADOR BOB ESPONJA;2,2;4;0;
15232;ADAPTADOR CURTO 1 POL.FORTLEV;1,34;2,2;64,18;
8702;ADAPTADOR CURTO 3/4 FORTLEV MARROM;0,55;1;81,82;
7123;ADAPTADOR P PISCINA 38MM;3,71;5,99;61,46;
4652;ADAPTADOR TOMADA 10X10/20X10;5;8;60;
4902;ADAPTADOR UNIV.;2,5;5;100;
17351;ADAPTIL TRANSPORT 60ML;188,16;268,8;42,86;
469;ADE 50ML;6,08;9,9;0;
17376;ADEFARM 50ML;17,61;28,99;64,62;
8063;ADESIVO DE CONTATO TRADICIONAL 195GR CASCOLA;16,83;25,99;54,43;
9650;ADESIVO DE CONTATO TRADICIONAL 400GR CASCOLA;16,61;26;56,53;
7128;ADESIVO PLASTICO 175GR AMANCO;13,71;20,99;53,1;
13108;ADESIVO PLASTICO 175GR PLASTILIT;12,62;20,4;61,65;
1578;ADESIVO PLASTICO TIGRE 17GR;2,59;3,9;50,58;
8365;ADESIVOS PET GRILLO VARIDOS;1,6;4,99;0;
5210;ADETHOR 50ML;15,36;25;0;
10633;ADITIVO ANTIODOR CAMPESTRE 500GR PIPICAT;10,35;16;54,59;
10634;ADITIVO ANTIODOR FLORAL 500GR PIPICAT;10,35;16;54,59;
1613;ADORE GATOS 500GR;4,12;6,2;0;
1967;ADUBO 04-14-08 1KG;5,9;8,3;0;
5065;ADUBO 04-14-08 1KG GREEN-FIX;5,9;8,3;0;
5024;ADUBO 04-14-08 25KG;92;120;30,43;
2961;ADUBO 04-14-08 50KG;98;130;0;
2962;ADUBO 04-14-08 KG;3,68;7,99;117,12;
1968;ADUBO 10-10-10 1KG;6,7;9,4;0;
3163;ADUBO 10-10-10 1KG GREEN-FIX;7,95;12;50,94;
5066;ADUBO 10-10-10 1KG GREEN-FIX;5,9;8,3;0;
11537;ADUBO 10-10-10 1KG INSUMAX;10,5;15;42,86;
3288;ADUBO 10-10-10 25KG;98;125;27,55;
3818;ADUBO 10-10-10 KG;3,68;7,99;117,12;
9364;ADUBO 12-06-12 50KG;94;122,2;0;
3819;ADUBO 12-06-12 KG;1,9;3,3;0;
5798;ADUBO 20-00-20;1,536;2,5;0;
5797;ADUBO 20-00-20 25KG;45;59;0;
11538;ADUBO 20-05-20 1KG INSUMAX;10,5;15;42,86;
9609;ADUBO 20-4-19 25KG;60;78;30;
11232;ADUBO 20-5-20;4,6;8,99;95,43;
3289;ADUBO 20-5-20 25KG;94;122,2;30;
2964;ADUBO 20-5-20 50KG;72,8;91;0;
2963;ADUBO 20-5-20 KG;3,28;5,5;67,68;
5400;ADUBO GREEMFIX FOLIAR 120ML;2,5;4;0;
5401;ADUBO GREEMFIX RAIZ 120ML;2,5;4;0;
5312;ADUBO SULFATO DE AMONIO 25KG;26,9;37;0;
3290;ADUBO UREIA 25KG;115;149,5;30;
2965;ADUBO UREIA 50KG;79,888;110;0;
2966;ADUBO UREIA KG;4,6;9,99;117,17;
420;ADVANTAGE ANTIPULGAS P/GATOS ACIMA 4KG;17,37;26,1;0;
436;ADVANTAGE MAX3 0,4ML ATE 4KG;17,68;31,85;0;
1162;ADVANTAGE MAX3 1,0ML DE 4 A 10KG;25,86;38,8;0;
1161;ADVANTAGE MAX3 2,5ML DE 10 A 25KG;30,93;47;0;
1163;ADVANTAGE MAX3 4,0ML ACIMA DE 25KG;36,1;54;0;
438;ADVOCATE CAES 1ML DE 4 A 10KG;26,8;34,9;0;
437;ADVOCATE CAES 4ML DE 25 A 40KG;37,63;59,4;0;
16874;ADVOCATE GATOS;50;93,25;86,5;
7184;ADVOCATE GATOS  ATE 4KG COM 3 PIPETAS;152,94;229,41;50;
14578;ADVOCATE GATOS  DE 4 A  8KG COM 3 PIPETAS;169,22;254;50,1;
8371;AFASTA CAES E GATOS 500ML;17,21;28;0;
10725;AFASTA CAT 500ML PROFELINE;12,99;20,99;61,59;
7292;AFASTA GATO 300GR;15,9;26;0;
6077;AFIADOR DE FACAS PRATIC ROLLER;9,5;15,2;0;
8551;AFIADOR DE FACAS XV 2260;6,37;10,6;66,41;
8550;AFIADOR DE LAMINA C/VENTOSA XV 2260;6,5;10,4;0;
1731;AGAPORNIS;35;70;0;
7175;AGEMOXI CL 250MG;68,89;99,99;45,14;
7176;AGEMOXI CL 50MG;38,71;58,99;52,39;
15663;AGIMAX CUPIM 400ML;23,99;35,99;50,02;
16245;AGITHOR VET 250ML KELLDRIN;9,46;14,5;53,28;
13170;AGRIAO DA AGUA C 10UN;0,68;2,5;267,65;
862;AGRIAO DA AGUA LUMIAR FOLHA LARGA 0,80GR;1,5;2,3;53,33;
13171;AGRIAO DO SECO C 10UN;0,68;2,5;267,65;
861;AGRIAO DO SECO FOLHA LARGA 5GR FELTRIN;1,3;2;0;
16219;AGRIAO LUMIAR 800MG;3;4,5;50;
13880;AGRIAO TOPAZIO 2,5GR;3;4,5;50;
1358;AGRODEL 6,5GR JOFADEL;9,72;14,6;0;
10681;AGROSIL 5 MEGA VANSIL;20,53;32,9;60,25;
6748;AGROSIL 6000000 VANSIL;9,18;18;0;
13785;AGROSIL PPU VANSIL;37,6;60,3;60,37;
109;AGROVET 5.000.000 7,8GR;12,98;20,8;0;
4770;AGUA OXIGENADA 100ML 10 VOLUMES RIOQUIMI;2,82;4,5;59,57;
427;AGUA OXIGENADA 10VOL.100ML DGL;1,32;2;0;
4092;AGUA OXIGENADA 10VOL.100ML FARMAX;1,22;2;0;
4769;AGUA OXIGENADA 1LT 10 VOLUMES RIOQUIMICA;5,67;9,1;0;
2763;AGUA P/INJECAO 20ML;0,29;0,5;0;
5956;AGUARRAS ITAQUA 900ML;10,33;15,99;54,79;
900;AGUARRAS JOPESO 1LT;4,61;6,45;0;
14857;AGULHA 20X0,55 MM MEDIX C/100UN;12,99;21;61,66;
15011;AGULHA 20X0,55 MM VIOLETA BD C 100UN;12,23;19,9;62,71;
10205;AGULHA 20X0,80MM DESCARPACK;0,1;0,25;150;
8740;AGULHA 20X5,5 BD;0,17;0,35;0;
5696;AGULHA 20X5,5 LA VET;0,17;0,35;0;
3810;AGULHA 20X5,5 NIPRO;0,08;0,25;0;
14858;AGULHA 30X0,80 MM  VERDE;0,16;0,35;118,75;
607;AGULHA 40X12 BD;0,22;0,4;81,82;
7064;AGULHA 40X12 LA VET;0,11;0,3;0;
5085;AGULHA 40X12 NIPRO;0,1;0,3;0;
2319;AGULHA 40X12 TKL;0,07;0,15;0;
10206;AGULHA 40X12MM DESCARPACK;0,1;0,25;150;
9686;AGULHA P/PISTOLA 10X10  HOPPNER C/12 UN;13,92;23;65,23;
7471;AGULHA P/PISTOLA 10X10 TRIANGULO;13,37;22;0;
9687;AGULHA P/PISTOLA 12X15  HOPPNER C/12 UN;12,26;23;87,6;
14865;AGULHA P/PISTOLA 20X20 FAULHABER C/12 UN;22,83;34,3;50,24;
16674;AGULHA PARA DESENTUPIR FOGAO;2,3;3,99;73,48;
746;AGULHAO P/SARDINHA [TOMI];2,8;4,2;0;
1602;AIPO OU SALSAO TALL UTAH 1,50 GR;0,82;1,3;0;
13881;AIPOTALL UTAH 1,5GR;2,6;3,9;50;
1809;AIR PUMP AP 500LT;16,48;26,4;0;
12370;AL NATURAL OSSOBUCO DE BOEUF 120GR P/GATO MON PETIT CHERI;9,25;13,9;50,27;
12371;AL NATURAL POLET SABOR SA FRANCA 120GR P/GATO MON PETIT CHER;9,33;13,9;48,98;
9436;ALARME SONORO P¦PESCA ALBATROZ;12,6;20,5;0;
2712;ALCANCE 400ML;30,81;45,99;49,27;
16948;ALCATRA CORDEIRO OSSO DEFUMADO /PET/;15;24;60;
14341;ALCON ALFAFA STICKS 55GR;7,35;11,8;60,54;
3181;ALCON BASIC 10GR;6,54;10,6;62,08;
1359;ALCON BASIC 150GR;55,52;89;60,3;
1727;ALCON BASIC 1KG;60,96;91,44;0;
83;ALCON BASIC 20GR;13,34;21,5;61,17;
568;ALCON BASIC 50GR;27,84;44,99;61,6;
7245;ALCON BASIC TABS 30GR;10,49;16,8;60,15;
1021;ALCON BOTTOM FISH 150GR;35,7;56,99;59,64;
82;ALCON BOTTOM FISH 30GR;9,8;15,75;60,71;
1927;ALCON BOTTOM FISH 50GR;14,65;23,5;60,41;
618;ALCON CLUB CANARIO 150GR;10,4;16,7;60,58;
1593;ALCON CLUB CANARIO 325GR;15,68;25,2;60,71;
5046;ALCON CLUB COLEIRO 150GR;10,54;16,9;60,34;
8108;ALCON CLUB COLEIRO 325GR;16,62;26,6;60,05;
1357;ALCON CLUB CURIO 150GR;10,37;16,7;61,04;
612;ALCON CLUB CURIO 325GR;16,11;25,9;60,77;
6737;ALCON CLUB CURIO 5KG;141,64;198,58;40,2;
9041;ALCON CLUB ECO TRINCA FERRO 500GR;11,01;17,5;0;
614;ALCON CLUB FAR.COM OVO P/CANARIO 200GR;6,85;11;60,58;
613;ALCON CLUB FAR.COM OVO P/CANARIO 700GR;16,62;26,5;0;
9906;ALCON CLUB FAR.SILVESTRES 200GR;11,67;18,75;60,67;
5004;ALCON CLUB JABUTI 80GR;18,79;30;59,66;
4467;ALCON CLUB NECTAR 600GR;39,09;62,6;60,14;
84;ALCON CLUB NECTAR BEIJA FLOR 150GR;12,7;20,5;61,42;
1349;ALCON CLUB PAPA FILH DE PSITACIDEOS 600G;21,57;33;0;
14545;ALCON CLUB PAPA P FILHOTES PASSAROS 600G;41,1;65;58,15;
1726;ALCON CLUB PAPA P/FILH. PSITACIDEOS;44,14;70;58,59;
90;ALCON CLUB PAPA P/FILH. PSITACIDEOS 6KG;310,27;435,4;40,33;
3814;ALCON CLUB PAPA P/FILH.PSITACIDEOS 160GR;15,53;25;60,98;
558;ALCON CLUB PAPA P/FILHOTES PASSAROS 160G;14,82;23,71;59,99;
3875;ALCON CLUB PERIQUITO;9,6;16;0;
1022;ALCON CLUB PERIQUITO 150GR;10,48;16,8;60,31;
1594;ALCON CLUB PERIQUITO 310GR;15,11;24,2;60,16;
3876;ALCON CLUB PERIQUITO 6KG;57,53;84;0;
6506;ALCON CLUB PSITA BITS 700GR;12,67;21;0;
5240;ALCON CLUB PSITA STICKS 700GR;11,76;18;0;
3499;ALCON CLUB REPTEIS JABUTI 300GR;34,44;55,1;59,99;
1347;ALCON CLUB REPTOLIFE;222,95;365;63,71;
1346;ALCON CLUB REPTOLIFE 1KG;222,95;334,6;50,08;
16739;ALCON CLUB REPTOLIFE 270GR;66,83;106,99;60,09;
15757;ALCON CLUB REPTOLIFE BABY 25GR;7,38;11,99;62,47;
1754;ALCON CLUB TRINCA FERRO;12;19,83;0;
1753;ALCON CLUB TRINCA FERRO 2,5KG;39,57;57;0;
78;ALCON CLUB TRINCA FERRO 500GR;11,48;18,5;61,15;
8109;ALCON CLUB TRINCA FERRO BANANA 700GR;14,99;24;0;
7246;ALCON COLOURS 10GR;6,59;10,7;62,37;
569;ALCON COLOURS 20GR;14,26;22,9;60,59;
567;ALCON COLOURS 50GR;29,68;47,5;60,04;
3093;ALCON CURE 20GR;3,83;6,2;0;
6097;ALCON ECO CLUB TUCANOS 700GR;13,79;22;0;
14342;ALCON FRUTAS E LEGUMES 75GR;14,59;23,5;61,07;
571;ALCON GAMMARUS 110GR;128,19;204,4;59,45;
2873;ALCON GAMMARUS 11R;19,26;31;60,96;
570;ALCON GAMMARUS 28GR;38;61;60,53;
1929;ALCON GARDEN KOI COLOURS 130GR;8,85;14,2;0;
1020;ALCON GOLDFISH COLOUR 40GR;4,26;6,9;0;
3372;ALCON GOLDFISH COLOUR BITS 10GR;1,79;2,9;0;
1177;ALCON GOLDFISH CRESCIMENTO 25GR;2,52;4,1;0;
611;ALCON GOLDFISH CRESCIMENTO 40GR;4,36;7;0;
3813;ALCON GUARD ALLIUM 10GR;2,36;3,8;0;
3369;ALCON GUARD ALLIUM 20GR;3,97;6,35;0;
3812;ALCON GUARD HERBAL 10GR;2,36;3,8;0;
3370;ALCON GUARD HERBAL 20GR;3,96;6,35;0;
3811;ALCON GUARD THYMUS 10GR;2,36;3,8;0;
3371;ALCON GUARD THYMUS 20GR;3,97;6,35;0;
80;ALCON HOLIDAY 15 DIAS 20GR;8,92;14,3;60,31;
15319;ALCON JABUTI 300GR;34,44;55,1;59,99;
15318;ALCON JABUTI BABY 100GR;13,97;22,5;61,06;
1928;ALCON NEON 40GR;3,18;5,1;0;
81;ALCON OSCAR STICKS 100GR;11,14;17,8;0;
5080;ALCON PEIXES CARNIVOROS 90G;27,5;44;60;
14761;ALCON REPTOCAL 20GR;8,26;13,3;61,02;
1266;ALCON REPTOLIFE BABY 10GR;1,83;2,99;0;
14340;ALCON RODENT 30GR;8,99;14,5;61,29;
3208;ALCON SHRIMP 10GR;2,19;3,5;0;
88;ALCON SHRIMP 20GR;3,45;5,6;0;
79;ALCON WEEKEND 3 DIAS 16GR;9,07;14,5;59,87;
14413;ALCOOL 70 1LT;5,42;7,9;45,76;
12333;ALCOOL 70 900ML;6,25;9;44;
11440;ALCOOL AEROSOL 400ML KELLDRIN;7,12;10,7;50,28;
14710;ALCOOL GEL ACENDEDOR 425GR;5,25;8,4;60;
9479;ALCOOL ITAJA 1LT;4,166;6;0;
625;ALCOOL TUPI 1LT;2,2;2,99;0;
6155;ALCORT 20MG;20,1;29,9;0;
4593;ALEDA D2;2,24;5;0;
4592;ALEDA M.R CATRA;2,16;4,5;0;
4591;ALEDA OURO/PRATA;2;4,2;0;
6502;ALERGOCORT 0,7MG 10 COMP.;25,12;40,2;60,03;
15490;ALERGOCORT 1,4MG 10 COMP.;34,61;55,5;60,36;
13131;ALFACE AMERICANA C 10UN;0,78;2,5;220,51;
824;ALFACE AMERICANA GRANDES LAGOS 5GR FELTR;3;4,5;50;
2911;ALFACE AMERICANA RAFAELA 1,5 GR FELTRIN;2,6;3,9;50;
823;ALFACE BABA DE VERAO MANTEIGA 5GR FELTRI;1,3;2;0;
13132;ALFACE CRESPA C 10UN;0,69;2,5;262,32;
826;ALFACE DAS 4 ESTACOES 5GR FELTRIN;1,3;2;0;
8012;ALFACE GABRIELA 1,5GR FELTRIN;1,5;2,3;53,33;
14962;ALFACE GIOVANA 1,5GR FELTRIN;3;4,5;50;
10427;ALFACE GRAND RAPIDS TBR 5GR FELTRIN;1,8;2,7;50;
828;ALFACE GRAND RAPIDS TBR 5GR FELTRIN;1,5;2,3;53,33;
13133;ALFACE LISA C 10UN;0,78;2,5;220,51;
13134;ALFACE MIMOSA C 10UN;0,84;2,5;197,62;
827;ALFACE MIMOSA GREEN SALAD BOWL 5GR FELTR;2,2;3,3;50;
13882;ALFACE MONICA SF31 1,5G;3;4,5;50;
825;ALFACE REPOLHUDA TODO ANO 5GR FELTRIN;3;4,5;50;
11266;ALFACE ROXA BETANIA 5GR FELTRIN;1,8;2,7;50;
13135;ALFACE RUBINELA C 10UN;0,9;2,5;177,78;
2316;ALFAFA EM CUBOS 250GR;3,63;5,45;0;
10040;ALFAFA EM RAMA 400GR CIA.DOS COELHOS;9,19;14,7;59,96;
6838;ALFAFA EM RAMA 400GR JAAL;6,87;11;0;
15841;ALFAFA EM RAMA 400GR NOSPET;11,99;19,2;60,13;
15401;ALFAFA EM RAMA 400GR PAIOL DO BICHO;9,99;15,99;60,06;
9516;ALFAFA PELETIZADA 300GR CIA DOS COELHOS;4,59;7,5;0;
15782;ALFAFA PRENSADA 1KG;4,8;7,7;60,42;
12899;ALFAFA PRENSADA PAIOL DO BICHO 1KG;20,99;33,6;60,08;
9016;ALFAFA PRENSADA PRO ROE 500GR;12,6;20,5;62,7;
9577;ALGICIDA CHOQUE 1LT HIDROAZUL;18,19;27,5;51,18;
808;ALGICIDA CHOQUE HCL 1LT;16,35;24,99;52,84;
1627;ALGICIDA HIDROSAN MANUTENCAO 1LT;15,62;22;0;
9576;ALGICIDA MANUTENCAO 1LT HIDROAZUL;11,26;17;50,98;
9647;ALGICIDA MANUTENCAO GENCO 1LT;14,7;22,5;53,06;
809;ALGICIDA MANUTENCAO HCL 1LT;13,3;21,5;61,65;
3617;ALGODAO DOCE;1,2;1,6;0;
13145;ALHO PORO C 10UN;1,09;3;175,23;
1603;ALHO PORRO 1 GR;3;4,5;50;
4568;ALICATE 8 FUNCOES;15;30;0;
3120;ALICATE BICO 5,5" MARURI F-19A ACO INOX;17,42;27,9;0;
8780;ALICATE BICO CHATO 6  BELTOOLS;14,545;23,3;0;
8782;ALICATE BICO CURVO MEIA CANA CURVO 6 BEL;14,603;23;0;
4610;ALICATE BICO FINO FUZIL;9,31;14,4;0;
1698;ALICATE BICO MEIA CANA WESTERN;5,32;8,6;0;
8779;ALICATE BICO PEQ;15,9;25,5;60,38;
8252;ALICATE BICO PREMIUM 6" 150MM;8,55;13,7;0;
8788;ALICATE BICO REDONDO 6 BELTOOLS;15,244;24,5;0;
8776;ALICATE BOMBA D AGUA 10 BELTOOLS;20,948;32;0;
6453;ALICATE C/LANTERNA ARMADURA;22,5;36;0;
2651;ALICATE CORTADOR DE UNHA PETIX;17,4;26,1;0;
8784;ALICATE CORTE DIAGONAL 7 BELTOOLS;19,356;31;0;
12073;ALICATE CORTE DIAGONAL BRASFORT;16,66;26;56,06;
10981;ALICATE CORTE DIAGONAL EXCELLENT;8,11;13;60,3;
5905;ALICATE CORTE DIAGONAL FOXLUX;13,5;21,6;0;
16399;ALICATE CORTE DIAGONAL MTX;19,21;28,99;50,91;
10721;ALICATE CORTE DIAGONAL UTIL;5;8,5;70;
1697;ALICATE CORTE DIAGONAL WESTERN;5,15;8,3;0;
2647;ALICATE CORTE DIAGONAL WESTERN;5,32;8,6;0;
8783;ALICATE CORTE PEQ;15,9;25,5;60,38;
15944;ALICATE CORTE UNHAS C/ALCA TEX 1061;2,87;5,75;100,35;
8451;ALICATE CORTE UNHAS G;14,98;24;60,21;
11079;ALICATE CORTE UNHAS G;16,31;26,2;60,64;
15385;ALICATE CORTE UNHAS GD TEX 1057;7,98;15,99;100,38;
15386;ALICATE CORTE UNHAS GD TEX 1058;6,79;13,6;100,29;
13758;ALICATE CORTE UNHAS GUILHOTINA 10298;14,99;24;60,11;
8020;ALICATE CORTE UNHAS P;13,13;21;59,94;
10565;ALICATE DE BICO 1/2 CANA 6 FOXLUX;6,87;11;60,12;
13338;ALICATE DE BICO 1/2 CANA 6 HAMMER;18,63;28;50,3;
4957;ALICATE DE BICO 5POL PROFIELD;5,98;9;0;
6547;ALICATE DE BICO MEIA CANA 6" BRASFORT;9,253;13,9;0;
3637;ALICATE DE BICO MEIA CANA C/CABO PVC 6";9,6;14,4;0;
3638;ALICATE DE BICO MEIA CANA C/CABO PVC 8";9,29;15;0;
15728;ALICATE DE BICO MEIA CANA RETO 4,5 REF.AR0547;11,03;17,7;60,47;
15727;ALICATE DE BICO MEIA CANA RETO 6 REF.AR0552;11,28;18,1;60,46;
8466;ALICATE DE BICO NOSE PLIERS 25-632;6,95;11,2;0;
3399;ALICATE DE BICO RETO FX AB6 FOXLUX;13,02;21;0;
8467;ALICATE DE CORTE 4,5"POLO IMPORTS;6,9;11,1;0;
4958;ALICATE DE CORTE 4,5POL. PROFIELD;5,98;9;0;
13337;ALICATE DE CORTE DIAGONAL 6 FERTAK TOOLS;17,65;26,5;50,14;
10566;ALICATE DE CORTE DIAGONAL 6 RAYCO;12,05;19,5;61,83;
15729;ALICATE DE CORTE DIAGONAL C/MOLA 4,5 REF.AR0546;11,08;17,8;60,65;
12556;ALICATE DE PRESSAO 10  EDA;23,13;35;51,32;
17136;ALICATE DE PRESSAO 10  MTX;25,67;38,7;50,76;
15315;ALICATE DE PRESSAO 10  STAFER;33,45;51;52,47;
17361;ALICATE DE PRESSAO 10 BRASFORT;29,4;44,1;50;
12262;ALICATE DE UNHAS PET G;12,88;29;125,16;
11916;ALICATE DE UNHAS PET P;11,99;19,99;66,72;
8781;ALICATE DESENCAPADOR DE FIOS 6  BELTOOLS;19,476;31;0;
13609;ALICATE ELASTRADOR BOUS;36,11;58;60,62;
8785;ALICATE ELETRECISTA 6 BELTOOLS;18,593;29,9;0;
8827;ALICATE FAZENDEIRO 10,1/2  BELTOOLS;32,816;52,5;0;
12123;ALICATE FAZENDEIRO GEDORE;52,64;79,9;51,79;
15345;ALICATE MARURI BICO CURTO;16,52;26,5;60,41;
17312;ALICATE MARURI BICO CURTO 6,5 F 17;15,9;25,5;60,38;
10049;ALICATE MARURI BICO LONGO 6,5 F 17;21,5;34,6;60,93;
750;ALICATE MARURI C/CORTE 6 FISHING GEAR PL;9,9;14,85;0;
9896;ALICATE MINI BICO 1/2 CANA BRASFORT;8,95;14,5;62,01;
10178;ALICATE MINI BICO 1/2 CANA CURVO BRASFORT;7,99;12,8;60,2;
10179;ALICATE MINI BICO 1/2 CANA LONGO BRASFORT;8,95;14,5;62,01;
7110;ALICATE MINI BICO REDONDO BRASFORT;7,99;12;50,19;
7109;ALICATE MINI CORTE DIAGONAL BRASFORT;7,99;12,8;60,2;
14988;ALICATE MULT FUNCAO LAMAZON K41 5;19,5;31,2;60;
915;ALICATE P/UNHA CABO EMBORR.GD SMART PET;13,9;22,3;0;
748;ALICATE PEGA PEIXE C BALANCA;44;69,99;59,07;
15476;ALICATE PEGA PEIXE C BALANCA 21KG;59,9;89,99;50,23;
9611;ALICATE PEGA PEIXE C/APOIO E GARRA METAL;9,3;15;61,29;
8980;ALICATE PEGA PEIXE FLUTUANTE MARURI;12,7;21;0;
8768;ALICATE PEGA PEIXE GRIPEN MOD 2235 S/BAL;25;40;0;
4485;ALICATE PEGA PEIXE MKI-MINI STANDARD;15,9;26;0;
751;ALICATE PEGA PEIXE PLASTICO CINZA;9,13;14,99;64,18;
13357;ALICATE PEGA PEIXE PLASTICO NEON;7,6;12,5;64,47;
16319;ALICATE PEGA PEIXE PLASTICO PRETO;5,32;8,5;59,77;
8777;ALICATE PRESSAO 10  BELTOOLS;23,634;36;0;
15573;ALICATE REBITADOR FAMASTIL;21,64;34,9;61,28;
17254;ALICATE REBITADOR RAYCO;28,39;44,99;58,47;
16947;ALICATE UNHA COLORIDO TEX 1056;7,99;17,99;125,16;
8052;ALICATE UNIVERSAL 8  EDA;16,16;25,99;60,83;
8778;ALICATE UNIVERSAL 8 -47MM BELTOOLS;18,648;29;0;
10563;ALICATE UNIVERSAL 8 FOXLUX;23,14;35,99;55,53;
12796;ALICATE UNIVERSAL 8 WORKER;20,3;30,5;50,25;
5217;ALICATE UNIVERSAL 8" FUZIL;9,65;15;0;
7525;ALICATE UNIVERSAL CARNEIRO 8;8,9;14,5;0;
6545;ALICATE UNIVERSAL GEMINNI;8,394;12,6;0;
3416;ALICATE UNIVERSAL POLIDO 8";6,35;11;0;
6950;ALICATE UNIVERSAL TRAMONTINA;30,28;48,5;60,17;
10907;ALICATE VAZADOR EDA;15,42;25;62,13;
16463;ALIV PET 150MG;130;195,91;50,7;
7173;ALIV V 50ML;22,9;36,7;60,26;
7033;ALLAX 5ML;27,65;44,5;60,94;
